#,TYPE,Bill No.,PONUM,DOCNUM,Document Date,Doc Due Date,Bill Type,itemcode/gl,Item Name,UOM,ItemGroup,HSN/sac,Bill Quantity,BASICVAL,LINETOTAL,Bill Value,TAX_RATE,TAXCODE,CGST,SGST,IGST,TCS,FREIGHT,Customer Code,Customer Name,Customer  Ref No.,Sale Employee Name,Bill To GSTIN,Ship To GSTIN,SHIP_TO_STATENAME,SHIP_TO_CITY,BILL_TO_STATENAME,BILL_TO_CITY,ADDRESS,SHIPTOADDRESS,BRANCH,WAREHOUSE,ORDER_NO,ORDER_DATE,ORDER_REF_NO,DELIVERY_DATE,STATUS,CREDIT_NOTE_CATEGORY,REMARKS,ORIGINAL_INVOICE_REFNO,WITHOUTQTY_POSTING,Tracking No
205,AR Invoice,Pri53,,53,12/12/2006,11/01/2007,I,A00004,HP Color Laser Jet 5,,Rainbow Printers,84.71.6021,8,28125,225000,854143.05,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,53,02/12/06,,10/12/06,Closed,,Based On Sales Quotations 55. Based On Sales Orders 53. Based On Deliveries 53.,,,
206,AR Invoice,Pri53,,53,12/12/2006,11/01/2007,I,A00003,IBM Infoprint 1226,,J.B. Printers,84.71.6021,7,16875,118125,854143.05,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,53,02/12/06,,10/12/06,Closed,,Based On Sales Quotations 55. Based On Sales Orders 53. Based On Deliveries 53.,,,
207,AR Invoice,Pri54,,54,12/12/2006,10/02/2007,I,A00006,HP 600 Series Inc,,Rainbow Printers,,5,22500,112500,1284609.51,0,VAT@4,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,54,03/12/06,,10/12/06,Closed,,Based On Sales Quotations 56. Based On Sales Orders 54. Based On Deliveries 54.,,,
208,AR Invoice,Pri54,,54,12/12/2006,10/02/2007,I,B10000,Printer Label,,Items,,100,56.25,5625,1284609.51,0,VAT@12.5,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,54,03/12/06,,10/12/06,Closed,,Based On Sales Quotations 56. Based On Sales Orders 54. Based On Deliveries 54.,,,
209,AR Invoice,Pri54,,54,12/12/2006,10/02/2007,I,S10000,Server Point 10000,,Servers,,5,103625,518125,1284609.51,0,CST@4,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,54,03/12/06,,10/12/06,Closed,,Based On Sales Quotations 56. Based On Sales Orders 54. Based On Deliveries 54.,,,
210,AR Invoice,Pri54,,54,12/12/2006,10/02/2007,I,P10004,PC Set 2,,Items,85.24.9111,5,105875,529375,1284609.51,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,54,03/12/06,,10/12/06,Closed,,Based On Sales Quotations 56. Based On Sales Orders 54. Based On Deliveries 54.,,,
211,AR Invoice,Pri55,,55,17/12/2006,16/01/2007,I,LM4029MC,Memory Chip,,Accessories,85.24.9111,10,2812.5,28125,728061.62,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,55,05/12/06,,15/12/06,Closed,,Based On Sales Quotations 57. Based On Sales Orders 55. Based On Deliveries 55.,,,
212,AR Invoice,Pri55,,55,17/12/2006,16/01/2007,I,P10003,PC Set 1,,PC,85.24.9111,6,98000,588000,728061.62,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,55,05/12/06,,15/12/06,Closed,,Based On Sales Quotations 57. Based On Sales Orders 55. Based On Deliveries 55.,,,
213,AR Invoice,Pri55,,55,17/12/2006,16/01/2007,I,B10000,Printer Label,,Items,,50,56.25,2812.5,728061.62,0,VAT@12.5,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,55,05/12/06,,15/12/06,Closed,,Based On Sales Quotations 57. Based On Sales Orders 55. Based On Deliveries 55.,,,
214,AR Invoice,Pri56,,56,22/12/2006,20/02/2007,I,C00009,Keyboard Comfort USB,,Items,84.71.3010,10,1125,11250,337684.46,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,56,07/12/06,,20/12/06,Closed,,Based On Sales Quotations 58. Based On Sales Orders 56. Based On Deliveries 56.,,,
215,AR Invoice,Pri56,,56,22/12/2006,20/02/2007,I,C00002,Motherboard P4 Turbo - Asus Chipset,,Items,84.71.3010,10,16875,168750,337684.46,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,56,07/12/06,,20/12/06,Closed,,Based On Sales Quotations 58. Based On Sales Orders 56. Based On Deliveries 56.,,,
216,AR Invoice,Pri56,,56,22/12/2006,20/02/2007,I,C00003,Intel P4 2.4 GhZ,,Items,84.71.3010,10,7312.5,73125,337684.46,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,56,07/12/06,,20/12/06,Closed,,Based On Sales Quotations 58. Based On Sales Orders 56. Based On Deliveries 56.,,,
217,AR Invoice,Pri56,,56,22/12/2006,20/02/2007,I,C00005,WLAN Card,,Items,84.71.3010,10,3375,33750,337684.46,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,56,07/12/06,,20/12/06,Closed,,Based On Sales Quotations 58. Based On Sales Orders 56. Based On Deliveries 56.,,,
218,AR Invoice,Pri57,,57,22/12/2006,21/01/2007,I,P10001,"""""PC - P4 2.4G, DDR 512M, 400G HD""",,PC,85.24.9111,2,97050,194100,2176706.02,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,57,11/12/06,,20/12/06,Closed,,Based On Sales Quotations 59. Based On Sales Orders 57. Based On Deliveries 57.,,,
219,AR Invoice,Pri57,,57,22/12/2006,21/01/2007,I,P10002,"""""PC - P4 2.4G, DDR 1024M, 400G HD""",,PC,85.24.9111,2,93000,186000,2176706.02,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,57,11/12/06,,20/12/06,Closed,,Based On Sales Quotations 59. Based On Sales Orders 57. Based On Deliveries 57.,,,
220,AR Invoice,Pri57,,57,22/12/2006,21/01/2007,I,P10003,PC Set 1,,PC,85.24.9111,2,117600,235200,2176706.02,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,57,11/12/06,,20/12/06,Closed,,Based On Sales Quotations 59. Based On Sales Orders 57. Based On Deliveries 57.,,,
221,AR Invoice,Pri57,,57,22/12/2006,21/01/2007,I,P10004,PC Set 2,,Items,85.24.9111,10,127050,1270500,2176706.02,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,57,11/12/06,,20/12/06,Closed,,Based On Sales Quotations 59. Based On Sales Orders 57. Based On Deliveries 57.,,,
222,AR Invoice,Pri58,,58,24/12/2006,23/01/2007,I,S10000,Server Point 10000,,Servers,,5,124350,621750,646620,0,CST@4,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,58,12/12/06,,22/12/06,Closed,,Based On Sales Quotations 60. Based On Sales Orders 58. Based On Deliveries 58.,,,
223,AR Invoice,Pri59,,59,11/01/2007,10/02/2007,I,A00004,HP Color Laser Jet 5,,Rainbow Printers,84.71.6021,10,33750,337500,2555691.84,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,59,05/01/07,,10/01/07,Closed,,Based On Sales Quotations 61. Based On Sales Orders 59. Based On Deliveries 59.,,,
224,AR Invoice,Pri59,,59,11/01/2007,10/02/2007,I,A00003,IBM Infoprint 1226,,J.B. Printers,84.71.6021,20,20250,405000,2555691.84,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,59,05/01/07,,10/01/07,Closed,,Based On Sales Quotations 61. Based On Sales Orders 59. Based On Deliveries 59.,,,
225,AR Invoice,Pri59,,59,11/01/2007,10/02/2007,I,A00002,IBM Infoprint 1222,,J.B. Printers,84.71.6021,20,13500,270000,2555691.84,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,59,05/01/07,,10/01/07,Closed,,Based On Sales Quotations 61. Based On Sales Orders 59. Based On Deliveries 59.,,,
226,AR Invoice,Pri59,,59,11/01/2007,10/02/2007,I,A00001,IBM Infoprint 1312,,J.B. Printers,84.71.6021,20,27000,540000,2555691.84,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,59,05/01/07,,10/01/07,Closed,,Based On Sales Quotations 61. Based On Sales Orders 59. Based On Deliveries 59.,,,
227,AR Invoice,Pri59,,59,11/01/2007,10/02/2007,I,A00006,HP 600 Series Inc,,Rainbow Printers,,5,27000,135000,2555691.84,0,VAT@4,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,59,05/01/07,,10/01/07,Closed,,Based On Sales Quotations 61. Based On Sales Orders 59. Based On Deliveries 59.,,,
228,AR Invoice,Pri59,,59,11/01/2007,10/02/2007,I,A00005,HP Color Laser Jet 4,,Rainbow Printers,84.71.6021,20,27000,540000,2555691.84,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,59,05/01/07,,10/01/07,Closed,,Based On Sales Quotations 61. Based On Sales Orders 59. Based On Deliveries 59.,,,
229,AR Invoice,Pri60,,60,14/01/2007,13/02/2007,I,B10000,Printer Label,,Items,,250,67.5,16875,16875,0,VAT@12.5,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,60,08/01/07,,13/01/07,Closed,,Based On Sales Quotations 62. Based On Sales Orders 60. Based On Deliveries 60.,,,
230,AR Invoice,Pri61,,61,17/01/2007,18/03/2007,I,S10000,Server Point 10000,,Servers,,20,103625,2072500,2155400,0,CST@4,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,61,11/01/07,,16/01/07,Closed,,Based On Sales Quotations 63. Based On Sales Orders 61. Based On Deliveries 61.,,,
231,AR Invoice,Pri62,,62,20/01/2007,19/02/2007,I,C00001,Motherboard P4 Turbo,,Items,84.71.3010,12,22500,270000,483352.27,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,62,14/01/07,,19/01/07,Closed,,Based On Sales Quotations 64. Based On Sales Orders 62. Based On Deliveries 62.,,,
232,AR Invoice,Pri62,,62,20/01/2007,19/02/2007,I,LM4029MC,Memory Chip,,Accessories,85.24.9111,50,2812.5,140625,483352.27,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,62,14/01/07,,19/01/07,Closed,,Based On Sales Quotations 64. Based On Sales Orders 62. Based On Deliveries 62.,,,
233,AR Invoice,Pri63,,63,23/01/2007,24/03/2007,I,A00001,IBM Infoprint 1312,,J.B. Printers,84.71.6021,10,22500,225000,2123954.35,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,63,17/01/07,,22/01/07,Closed,,Based On Sales Quotations 65. Based On Sales Orders 63. Based On Deliveries 63.,,,
234,AR Invoice,Pri63,,63,23/01/2007,24/03/2007,I,A00002,IBM Infoprint 1222,,J.B. Printers,84.71.6021,10,11250,112500,2123954.35,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,63,17/01/07,,22/01/07,Closed,,Based On Sales Quotations 65. Based On Sales Orders 63. Based On Deliveries 63.,,,
235,AR Invoice,Pri63,,63,23/01/2007,24/03/2007,I,A00003,IBM Infoprint 1226,,J.B. Printers,84.71.6021,10,16875,168750,2123954.35,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,63,17/01/07,,22/01/07,Closed,,Based On Sales Quotations 65. Based On Sales Orders 63. Based On Deliveries 63.,,,
236,AR Invoice,Pri63,,63,23/01/2007,24/03/2007,I,A00004,HP Color Laser Jet 5,,Rainbow Printers,84.71.6021,10,28125,281250,2123954.35,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,63,17/01/07,,22/01/07,Closed,,Based On Sales Quotations 65. Based On Sales Orders 63. Based On Deliveries 63.,,,
237,AR Invoice,Pri63,,63,23/01/2007,24/03/2007,I,A00005,HP Color Laser Jet 4,,Rainbow Printers,84.71.6021,10,22500,225000,2123954.35,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,63,17/01/07,,22/01/07,Closed,,Based On Sales Quotations 65. Based On Sales Orders 63. Based On Deliveries 63.,,,
238,AR Invoice,Pri63,,63,23/01/2007,24/03/2007,I,P10001,"""""PC - P4 2.4G, DDR 512M, 400G HD""",,PC,85.24.9111,5,80875,404375,2123954.35,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,63,17/01/07,,22/01/07,Closed,,Based On Sales Quotations 65. Based On Sales Orders 63. Based On Deliveries 63.,,,
239,AR Invoice,Pri63,,63,23/01/2007,24/03/2007,I,P10002,"""""PC - P4 2.4G, DDR 1024M, 400G HD""",,PC,85.24.9111,5,77500,387500,2123954.35,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,63,17/01/07,,22/01/07,Closed,,Based On Sales Quotations 65. Based On Sales Orders 63. Based On Deliveries 63.,,,
240,AR Invoice,Pri64,,64,26/01/2007,25/02/2007,I,A00002,IBM Infoprint 1222,,J.B. Printers,84.71.6021,20,11250,225000,794551.68,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,64,20/01/07,,25/01/07,Closed,,Based On Sales Quotations 66. Based On Sales Orders 64. Based On Deliveries 64.,,,
241,AR Invoice,Pri64,,64,26/01/2007,25/02/2007,I,A00001,IBM Infoprint 1312,,J.B. Printers,84.71.6021,20,22500,450000,794551.68,0,BED+VAT,0,0,0,0,0,C50000,ADA Technologies,,Purushottam Nitya,,,Maharashtra,Mumbai,Delhi,New Delhi,",34 Highway 6,110 005,Suite 300,New Delhi,DL,IN",,,General Warehouse,64,20/01/07,,25/01/07,Closed,,Based On Sales Quotations 66. Based On Sales Orders 64. Based On Deliveries 64.,,,
242,AR Invoice,Pri65,,65,29/01/2007,28/02/2007,I,A00001,IBM Infoprint 1312,,J.B. Printers,84.71.6021,10,27000,270000,4476277.31,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,65,23/01/07,,28/01/07,Closed,,Based On Sales Quotations 67. Based On Sales Orders 65. Based On Deliveries 65.,,,
243,AR Invoice,Pri65,,65,29/01/2007,28/02/2007,I,A00002,IBM Infoprint 1222,,J.B. Printers,84.71.6021,10,13500,135000,4476277.31,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,65,23/01/07,,28/01/07,Closed,,Based On Sales Quotations 67. Based On Sales Orders 65. Based On Deliveries 65.,,,
244,AR Invoice,Pri65,,65,29/01/2007,28/02/2007,I,A00005,HP Color Laser Jet 4,,Rainbow Printers,84.71.6021,20,27000,540000,4476277.31,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,65,23/01/07,,28/01/07,Closed,,Based On Sales Quotations 67. Based On Sales Orders 65. Based On Deliveries 65.,,,
245,AR Invoice,Pri65,,65,29/01/2007,28/02/2007,I,A00006,HP 600 Series Inc,,Rainbow Printers,,20,27000,540000,4476277.31,0,VAT@4,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,65,23/01/07,,28/01/07,Closed,,Based On Sales Quotations 67. Based On Sales Orders 65. Based On Deliveries 65.,,,
246,AR Invoice,Pri65,,65,29/01/2007,28/02/2007,I,P10003,PC Set 1,,PC,85.24.9111,10,117600,1176000,4476277.31,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,65,23/01/07,,28/01/07,Closed,,Based On Sales Quotations 67. Based On Sales Orders 65. Based On Deliveries 65.,,,
247,AR Invoice,Pri65,,65,29/01/2007,28/02/2007,I,P10004,PC Set 2,,Items,85.24.9111,10,127050,1270500,4476277.31,0,BED+VAT,0,0,0,0,0,C60000,SG Electronics,,Lata Darshana,,,Tamil Nadu,Chennai,Karnataka,Bangalore,",67 Grant Ave,560 005,,Bangalore,KT,IN",,,General Warehouse,65,23/01/07,,28/01/07,Closed,,Based On Sales Quotations 67. Based On Sales Orders 65. Based On Deliveries 65.,,,
248,AR Invoice,Pri66,,66,01/02/2007,03/03/2007,I,C00002,Motherboard P4 Turbo - Asus Chipset,,Items,84.71.3010,20,23625,472500,1344189.6,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,66,26/01/07,,31/01/07,Closed,,Based On Sales Quotations 68. Based On Sales Orders 66. Based On Deliveries 66.,,,
249,AR Invoice,Pri66,,66,01/02/2007,03/03/2007,I,C00004,Tower Case with Power supply,,Items,84.71.3010,20,2756.25,55125,1344189.6,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,66,26/01/07,,31/01/07,Closed,,Based On Sales Quotations 68. Based On Sales Orders 66. Based On Deliveries 66.,,,
250,AR Invoice,Pri66,,66,01/02/2007,03/03/2007,I,C00005,WLAN Card,,Items,84.71.3010,20,4725,94500,1344189.6,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,66,26/01/07,,31/01/07,Closed,,Based On Sales Quotations 68. Based On Sales Orders 66. Based On Deliveries 66.,,,
251,AR Invoice,Pri66,,66,01/02/2007,03/03/2007,I,C00008,Monitor 19' TFT,,Items,84.71.3010,30,15750,472500,1344189.6,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,66,26/01/07,,31/01/07,Closed,,Based On Sales Quotations 68. Based On Sales Orders 66. Based On Deliveries 66.,,,
252,AR Invoice,Pri66,,66,01/02/2007,03/03/2007,I,C00009,Keyboard Comfort USB,,Items,84.71.3010,30,1575,47250,1344189.6,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,66,26/01/07,,31/01/07,Closed,,Based On Sales Quotations 68. Based On Sales Orders 66. Based On Deliveries 66.,,,
253,AR Invoice,Pri66,,66,01/02/2007,03/03/2007,I,C00010,Mouse USB,,Items,85.24.9111,25,1575,39375,1344189.6,0,BED+VAT,0,0,0,0,0,C70000,Aquent Systems,,Bhaskara Lakshmana,,,Karnataka,Bangalore,Maharashtra,Mumbai,",123 Kathryn Ave,400 001,,Mumbai,MH,IN",,,General Warehouse,66,26/01/07,,31/01/07,Closed,,Based On Sales Quotations 68. Based On Sales Orders 66. Based On Deliveries 66.,,,
254,AR Invoice,Pri67,,67,09/02/2007,11/03/2007,I,A00001,IBM Infoprint 1312,,J.B. Printers,84.71.6021,30,27000,810000,5311122.75,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,67,03/02/07,,08/02/07,Closed,,Based On Sales Quotations 69. Based On Sales Orders 67. Based On Deliveries 67.,,,
255,AR Invoice,Pri67,,67,09/02/2007,11/03/2007,I,A00002,IBM Infoprint 1222,,J.B. Printers,84.71.6021,10,13500,135000,5311122.75,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,67,03/02/07,,08/02/07,Closed,,Based On Sales Quotations 69. Based On Sales Orders 67. Based On Deliveries 67.,,,
256,AR Invoice,Pri67,,67,09/02/2007,11/03/2007,I,A00006,HP 600 Series Inc,,Rainbow Printers,,30,27000,810000,5311122.75,0,VAT@4,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,67,03/02/07,,08/02/07,Closed,,Based On Sales Quotations 69. Based On Sales Orders 67. Based On Deliveries 67.,,,
257,AR Invoice,Pri67,,67,09/02/2007,11/03/2007,I,A00005,HP Color Laser Jet 4,,Rainbow Printers,84.71.6021,38,27000,1026000,5311122.75,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,67,03/02/07,,08/02/07,Closed,,Based On Sales Quotations 69. Based On Sales Orders 67. Based On Deliveries 67.,,,
258,AR Invoice,Pri67,,67,09/02/2007,11/03/2007,I,P10001,"""""PC - P4 2.4G, DDR 512M, 400G HD""",,PC,85.24.9111,10,97050,970500,5311122.75,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,67,03/02/07,,08/02/07,Closed,,Based On Sales Quotations 69. Based On Sales Orders 67. Based On Deliveries 67.,,,
259,AR Invoice,Pri67,,67,09/02/2007,11/03/2007,I,P10002,"""""PC - P4 2.4G, DDR 1024M, 400G HD""",,PC,85.24.9111,10,93000,930000,5311122.75,0,BED+VAT,0,0,0,0,0,C20000,Norm Thompson,,Sales Manager,,,,,,,,,,General Warehouse,67,03/02/07,,08/02/07,Closed,,Based On Sales Quotations 69. Based On Sales Orders 67. Based On Deliveries 67.,,,
260,AR Invoice,Pri68,,68,12/02/2007,14/03/2007,I,B10000,Printer Label,,Items,,400,67.5,27000,27000,0,VAT@12.5,0,0,0,0,0,C23900,Parameter Technology,,Bhaskara Lakshmana,,,,,,,,,,General Warehouse,68,06/02/07,,11/02/07,Closed,,Based On Sales Quotations 70. Based On Sales Orders 68. Based On Deliveries 68.,,,
261,AR Invoice,Pri69,,69,15/02/2007,16/04/2007,I,A00001,IBM Infoprint 1312,,J.B. Printers,84.71.6021,21,22500,472500,1377222.91,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,69,09/02/07,,14/02/07,Closed,,Based On Sales Quotations 71. Based On Sales Orders 69. Based On Deliveries 69.,,,
262,AR Invoice,Pri69,,69,15/02/2007,16/04/2007,I,A00002,IBM Infoprint 1222,,J.B. Printers,84.71.6021,18,11250,202500,1377222.91,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,69,09/02/07,,14/02/07,Closed,,Based On Sales Quotations 71. Based On Sales Orders 69. Based On Deliveries 69.,,,
263,AR Invoice,Pri69,,69,15/02/2007,16/04/2007,I,A00003,IBM Infoprint 1226,,J.B. Printers,84.71.6021,21,16875,354375,1377222.91,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,69,09/02/07,,14/02/07,Closed,,Based On Sales Quotations 71. Based On Sales Orders 69. Based On Deliveries 69.,,,
264,AR Invoice,Pri69,,69,15/02/2007,16/04/2007,I,LM4029MC,Memory Chip,,Accessories,85.24.9111,50,2812.5,140625,1377222.91,0,BED+VAT,0,0,0,0,0,C30000,Microchips,,Lata Darshana,,,,,,,,,,General Warehouse,69,09/02/07,,14/02/07,Closed,,Based On Sales Quotations 71. Based On Sales Orders 69. Based On Deliveries 69.,,,
265,AR Invoice,Pri70,,70,18/02/2007,20/03/2007,I,S10000,Server Point 10000,,Servers,,40,103625,4145000,9562639.47,0,CST@4,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,70,12/02/07,,17/02/07,Closed,,Based On Sales Quotations 72. Based On Sales Orders 70. Based On Deliveries 70.,,,
266,AR Invoice,Pri70,,70,18/02/2007,20/03/2007,I,P10003,PC Set 1,,PC,85.24.9111,25,98000,2450000,9562639.47,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,70,12/02/07,,17/02/07,Closed,,Based On Sales Quotations 72. Based On Sales Orders 70. Based On Deliveries 70.,,,
267,AR Invoice,Pri70,,70,18/02/2007,20/03/2007,I,P10004,PC Set 2,,Items,85.24.9111,19,105875,2011625,9562639.47,0,BED+VAT,0,0,0,0,0,C40000,Earthshaker Corporation,,Purushottam Nitya,,,Delhi,New Delhi,West Bengal,Kolkata,",208 Hollywood Ave,700 005,,Kolkata,WB,IN",,,General Warehouse,70,12/02/07,,17/02/07,Closed,,Based On Sales Quotations 72. Based On Sales Orders 70. Based On Deliveries 70.,,,
268,AR Invoice,Pri71,,71,21/02/2007,22/04/2007,I,C00011,Memory DDR RAM 512 MB,,Items,84.71.3010,10,2250,22500,2697834.02,0,BED+VAT,0,0,0,0,0,C42000,Mashina Corporation,,Pitambar Ratna,,,,,,,,,,General Warehouse,71,15/02/07,,20/02/07,Closed,,Based On Sales Quotations 73. Based On Sales Orders 71. Based On Deliveries 71.,,,
